image name,type
/kaggle/input/car-types-recognition/SUV/SUV/00000064.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000065.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000066.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000067.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000068.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000069.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000070.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000071.jpeg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000072.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000073.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000074.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000077.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000079.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000080.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000082.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000083.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000084.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000086.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000087.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000088.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000089.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000090.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000091.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000092.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000093.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000096.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000100.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000101.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000103.jpeg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000104.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000105.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000106.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000107.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000110.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000111.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000112.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000113.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000114.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000115.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000116.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000117.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000118.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000120.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000125.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000126.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000127.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000128.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000129.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000131.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000132.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000133.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000134.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000135.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000136.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000140.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000142.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000143.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000145.jpeg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000146.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000147.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000149.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000151.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000152.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000153.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000154.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000155.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000158.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000160.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000161.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000162.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000163.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000164.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000165.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000166.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000168.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000169.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000170.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000173.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000174.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000175.jpeg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000176.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000178.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000180.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000181.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000184.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000185.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000186.jpeg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000188.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000189.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000193.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000194.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000196.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000197.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000198.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000200.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000201.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000202.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000204.jpeg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000205.jpeg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000206.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000208.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000209.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000211.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000213.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000214.png,1
/kaggle/input/car-types-recognition/SUV/SUV/00000215.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000217.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000218.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000219.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000220.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000222.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000224.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000226.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000228.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000229.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000230.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000233.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000234.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000235.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000236.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000238.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000240.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000241.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000243.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000244.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000245.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000246.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000248.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000254.jpeg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000255.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000256.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000257.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000258.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000260.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000261.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000262.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000263.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000264.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000265.png,1
/kaggle/input/car-types-recognition/SUV/SUV/00000269.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000275.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000276.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000278.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000280.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000281.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000285.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000286.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000287.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000290.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000293.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000294.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000295.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000296.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000297.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000298.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000299.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000300.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000301.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000302.jpeg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000304.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000305.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000306.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000308.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000309.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000311.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000314.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000315.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000316.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000318.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000319.JPG,1
/kaggle/input/car-types-recognition/SUV/SUV/00000321.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000323.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000324.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000325.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000327.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000329.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000330.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000331.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000332.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000333.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000335.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000336.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000337.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000338.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000339.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000340.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000343.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000348.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000349.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000350.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000351.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000353.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000355.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000358.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000360.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000361.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000362.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000364.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000365.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000367.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000369.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000372.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000374.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000375.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000377.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000378.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000381.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000383.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000387.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000390.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000391.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000393.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000394.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000395.jpg,1
/kaggle/input/car-types-recognition/SUV/SUV/00000396.png,1
/kaggle/input/car-types-recognition/SUV/SUV/00000398.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00007_Dodge Journey SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00010_Chevrolet Traverse SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00012_Toyota Sequoia SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00023_GMC Yukon Hybrid SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00031_Land Rover Range Rover SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00034_Hyundai Veracruz SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00035_Land Rover Range Rover SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00045_Toyota Sequoia SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00052_Jeep Grand Cherokee SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00072_Dodge Durango SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00077_Ford Edge SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00079_Hyundai Veracruz SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00086_Jeep Patriot SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00105_Hyundai Veracruz SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00107_Hyundai Santa Fe SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00109_GMC Acadia SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00113_Hyundai Veracruz SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00116_Ford Edge SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00119_Jeep Liberty SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00121_Ford Expedition EL SUV 2009.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00130_Isuzu Ascender SUV 2008.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00132_Dodge Journey SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00135_Chevrolet Traverse SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00147_Chrysler Aspen SUV 2009.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00155_Jeep Compass SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00163_AM General Hummer SUV 2000.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00173_GMC Yukon Hybrid SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00177_Buick Enclave SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00185_Hyundai Veracruz SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00191_Isuzu Ascender SUV 2008.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00193_Buick Rainier SUV 2007.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00197_Ford Edge SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00225_GMC Acadia SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00234_Hyundai Tucson SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00253_Buick Enclave SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00254_Hyundai Santa Fe SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00276_Hyundai Tucson SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00284_Dodge Durango SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00294_Buick Rainier SUV 2007.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00295_Buick Enclave SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00296_GMC Yukon Hybrid SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00299_Jeep Liberty SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00301_GMC Acadia SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00305_Isuzu Ascender SUV 2008.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00307_Chevrolet Traverse SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00310_Hyundai Santa Fe SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00321_Dodge Durango SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00324_Toyota Sequoia SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00328_Chevrolet Tahoe Hybrid SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00343_Jeep Liberty SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00344_Jeep Patriot SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00347_Jeep Patriot SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00349_Dodge Journey SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00352_Isuzu Ascender SUV 2008.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00359_Chevrolet Traverse SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00362_Buick Enclave SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00377_Hyundai Veracruz SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00382_Jeep Wrangler SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00383_Chevrolet Traverse SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00388_Hyundai Santa Fe SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00389_Buick Rainier SUV 2007.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00394_Jeep Liberty SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00395_Hyundai Santa Fe SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00403_Ford Edge SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00417_Buick Enclave SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00443_Isuzu Ascender SUV 2008.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00453_GMC Acadia SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00457_GMC Terrain SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00462_AM General Hummer SUV 2000.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00463_Dodge Journey SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00464_Hyundai Veracruz SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00479_GMC Yukon Hybrid SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00480_Ford Expedition EL SUV 2009.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00486_Chevrolet Traverse SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00487_Buick Rainier SUV 2007.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00491_GMC Acadia SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00499_Mazda Tribute SUV 2011.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00514_Ford Expedition EL SUV 2009.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00518_Ford Expedition EL SUV 2009.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00522_AM General Hummer SUV 2000.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00525_Chrysler Aspen SUV 2009.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00528_GMC Acadia SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00535_Land Rover Range Rover SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00543_Toyota Sequoia SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00545_Jeep Liberty SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00569_Chevrolet Traverse SUV 2012.jpg,1
/kaggle/input/stanford-car-body-type-data/stanford_cars_type/SUV/00571_Hyundai Santa Fe SUV 2012.jpg,1
